"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","einwilligung","prolific_id","IfSHD","YesSHD","gender","age","ac1","edu","employ","employ_7_TEXT","sr_know1","sr_know2","sr_know_com","test_know1","test_know2","test_know3","test_know4","test_know_com1","test_know5","test_know6","test_know7","test_know8","test_know_com2","test_know9","test_know10","test_know11","test_know_com3","sa1","sa2","sa3","sa_com1","sa4","sa5","sa6","ac2","sa_com2","symb_trust1","symb_trust2","symb_trust3","symb_trust_com1","symb_trust4","symb_trust5","ac3","symb_trust_com2","sys_trust_intro","sys_trust1","sys_trust2","sys_trust3","sys_trust4","sys_trust5","sys_trust6","sys_trust7","sys_trust8","sys_trust9","sys_trust10","sys_trust11","sys_trust12","sys_trust_com3","sys_trust_com1","sys_trust_com2","se_test1","se_test2","se_intro2","se1","se2","se3","se4","se_com1","se5","se6","se7","se8","se_com2","se9","se10","se11","se12","se_com3"
"2023-06-29 14:00:52","2023-06-29 14:16:13","0","100","921","1","2023-06-29 14:16:14",NA,NA,NA,"1",NA,"1","Amazon Echo","1","32","1","6","1","","3","2","","1,2,3","3,4","4","1","Der Satz ""Dazu werden Ihnen Mutliple-Choice-Fragen gezeigt werden."" sollte ohne werden am Schluss sein.","1,2","1","1,4","1,2,3","","1,2,3","1,4","3,4","","4","5","4","Welche Art von Sicherheitsbedrohungen? Phishing, Malware,...","3","4","4","5","","4","5","5","","5","4","1","","5","6","6","5","6","3","6","6","7","6","7","4","6","","","","7","1","5","3","3","3","4","","2","6","3","5","","1","6","5","6",""
"2023-06-29 14:06:50","2023-06-29 14:16:18","0","100","567","1","2023-06-29 14:16:19",NA,NA,NA,"1",NA,"1","google home","1","35","1","7","1","","2","2","","1,2,3","2","2,4","1","","3","2","1","2,4","","1,2","1,3","2,3","","3","2","2","","2","2","3","5","","1","1","3","","1","1","1","","4","4","7","1","7","7","7","7","7","1","1","1","7","","","","7","1","5","1","1","1","4","","1","7","1","4","","1","7","6","4",""
"2023-06-29 14:04:59","2023-06-29 14:16:37","0","100","697","1","2023-06-29 14:16:38",NA,NA,NA,"1",NA,"1","Intelligenter Kühlschrank, Intelligentes Türschloss, Intelligente Sicherheitskamera","1","28","1","7","1","","2","2","","1,2,3","3,4","4","1,2,3,4","","1,2,4","2","1,4","1,2","","1,2,3","1,4","3,4","","3","4","4","","4","4","2","5","","3","3","3","","3","3","1","","5","4","6","3","5","3","6","5","6","5","4","3","5","","","","7","4","5","3","2","2","4","","4","3","2","3","","1","6","3","4",""
"2023-06-29 14:06:18","2023-06-29 14:19:39","0","100","801","1","2023-06-29 14:19:40",NA,NA,NA,"1",NA,"1","Nest, smart speaker, smart Waage","2","63","1","7","2","","2","2","","1,2,3","3,4","4","1,3","ich kenne viele der neen Begriffe nicht, obwohl ich sie fast taeglich lese. z.B. VPN...ich koennte nicht erklaeren, was es ist.","1,2,4","4","1,2","3","lokale Verarbeitung sagt mir nichts. Es kann im eigenen Land sein, aber Daten dann doch an andere in anderen Laendern weiter gegeben werden","1,3","1,4","1,3","war verstaendlich","2","3","2","","4","4","1","5","","4","5","3","","3","4","1","","5","2","6","4","2","1","7","4","7","4","4","2","5","","","","7","1","5","1","3","6","4","","2","1","1","1","","1","1","3","7",""
"2023-06-29 14:15:23","2023-06-29 14:23:54","0","100","511","1","2023-06-29 14:23:55",NA,NA,NA,"1",NA,"1","Philips Hue","2","27","1","7","1","","2","2","","1,3","3,4","4","1","","1,2","1,4","1","3","","2,3","1,4","3","","3","3","4","","1","3","4","5","","1","2","5","","2","1","1","","5","5","7","5","6","4","5","7","6","6","5","4","5","","","","7","2","5","6","4","4","6","","6","5","4","5","","3","6","5","3",""
"2023-06-29 14:07:47","2023-06-29 14:25:08","0","100","1040","1","2023-06-29 14:25:08",NA,NA,NA,"1",NA,"1","Alexa","1","24","1","6","4","","2","1","","1,2,3","4","1,4","1,2,3,4","","1,2,4","2","1,2","3","","1,2,3","1,4","1,3,4","","4","3","3","","2","5","3","5","","1","1","1","","2","1","1","","4","","","","","","","","","","","","","","","","7","2","5","3","6","7","1","","2","3","1","4","","4","7","7","7",""
"2023-06-29 14:01:50","2023-06-29 14:27:03","0","100","1513","1","2023-06-29 14:27:04",NA,NA,NA,"1",NA,"1","Intelligente Rauchmelder und -alarme und Intelligente Haushaltsgeräte.","1","42","1","7","1","","3","3","","1,3","3,4","4","1","","2,4","4","1,2","2,3","","1,3","1,2","1,4","","4","4","5","Die Fragen waren alle sehr verständlich.","4","4","2","5","","6","5","6","","5","5","1","","5","4","6","2","3","1","5","4","5","3","4","4","4","","","Die Formulierungen waren mehr als verständlich.","7","5","5","5","4","5","4","","3","4","3","3","","3","6","5","3",""
"2023-06-29 14:16:52","2023-06-29 14:27:10","0","100","617","1","2023-06-29 14:27:11",NA,NA,NA,"1",NA,"1","phillips hue, tp-link steckdosen","3","24","1","6","4","","4","3","","1,2,3","3,4","4","1,4","","1,2,4","1","1","1,2,3","","1,2,3","1,4","1,3,4","","5","5","4","","5","2","4","5","","2","3","2","","1","2","1","","5","3","6","3","3","1","7","4","7","4","6","3","6","","","","7","2","5","2","5","5","1","","6","6","1","4","","1","2","6","6",""
"2023-06-29 14:15:26","2023-06-29 14:27:32","0","100","726","1","2023-06-29 14:27:33",NA,NA,NA,"1",NA,"1","Intelligente Steckdosen","2","24","1","7","4","","1","1","","1,2,3","3,4","4","1","","1,2,4","1","1","1","","1,2,3","1,4","3,4","","3","2","2","","1","2","2","5","","2","2","2","","3","2","1","","5","4","7","1","6","7","7","6","7","5","5","5","6","","","","7","3","5","5","5","5","1","","2","6","2","4","","2","2","7","7",""
"2023-06-29 14:14:06","2023-06-29 14:27:58","0","100","831","1","2023-06-29 14:27:59",NA,NA,NA,"1",NA,"1","Rasenmähroboter","1","53","1","7","1","","2","2","","4","3,4","4","1","","1,2,4","1","1,4","1,2,3","","1,2,3","1,3","3","","2","5","3","","2","5","5","5","","1","4","3","Ich weiß nicht, was das Symbol bedeutet und finde die Fragestellungen bzgl. verlassen etc. irritierend.","4","1","1","","5","5","5","5","6","4","2","5","6","4","3","6","3","","","","7","4","5","5","4","3","3","","3","7","7","7","","3","3","5","7",""
"2023-06-29 14:21:50","2023-06-29 14:29:32","0","100","462","1","2023-06-29 14:29:33",NA,NA,NA,"1",NA,"1","echo","1","29","1","6","4","","3","3","","1,2,3","3,4","4","1,2,3,4","","1,2,4","1","1","3","","2,3","1,4","3,4","","4","4","4","","4","4","4","5","","5","5","5","","2","1","1","","5","5","3","1","1","1","6","5","7","5","5","5","6","","","","7","7","5","7","5","6","2","","7","7","7","7","","5","7","7","7",""
"2023-06-29 14:23:31","2023-06-29 14:30:04","0","100","393","1","2023-06-29 14:30:05",NA,NA,NA,"1",NA,"1","Phillips Hue","1","39","1","8","1","","2","2","","1","3,4","4","1","","2,4","1","1,4","3","","1,2,3","1,4","3,4","","3","3","3","","3","3","2","5","","2","2","3","","2","2","1","","5","4","4","5","5","4","5","5","5","5","4","3","4","","","","7","1","5","3","3","3","3","","4","3","3","4","","2","4","3","6",""
"2023-06-29 14:09:44","2023-06-29 14:30:08","0","100","1223","1","2023-06-29 14:30:09",NA,NA,NA,"1",NA,"1","Amazon Echo","2","23","1","7","4","","2","3","","1,2","3","4","1","","2","2","1","1,2,3","","3","1","3","","2","4","4","","2","3","2","5","","2","4","4","","2","5","1","","5","5","6","4","6","2","6","4","6","5","5","4","5","","","","7","4","5","6","4","5","4","","4","6","5","5","","3","5","6","6",""
"2023-06-29 14:22:25","2023-06-29 14:32:00","0","100","575","1","2023-06-29 14:32:01",NA,NA,NA,"1",NA,"1","Netatmo","2","23","1","6","4","","2","2","","1,3","3,4","4","1,4","","1,2","4","4","3","","2","1,4","1","","2","2","3","","2","3","2","5","","4","4","4","","4","3","1","","5","6","6","3","6","5","6","6","6","6","6","3","6","","","","7","2","5","3","4","3","3","","3","4","4","4","","3","5","3","2",""
"2023-06-29 14:20:07","2023-06-29 14:32:14","0","100","726","1","2023-06-29 14:32:15",NA,NA,NA,"1",NA,"1","Sicherheitskamera, Staubsauger","1","37","1","6","1","","2","2","","1,2,3","3,4","4","1","","1,2","2","1,4","1,3","","1,2,3","1,4","3,4","","2","2","1","","2","4","1","5","","5","5","4","","5","5","1","","5","2","5","5","2","4","6","6","6","6","6","4","7","","","","7","7","5","4","2","5","3","","4","7","2","5","","1","6","3","4",""
"2023-06-29 14:11:44","2023-06-29 14:33:10","0","100","1286","1","2023-06-29 14:33:11",NA,NA,NA,"1",NA,"2","","2","34","1","7","9","","2","1","","1,2,3","3,4","4","1","","1,2","4","1","1,3","""wenn Nutzer*innen dies ausdrücklich anfordert"" - anfordern statt anfordert.","3","1,4","3","Ich kann mir unter dem Begriff ""Verarbeitungsanlage"" nicht viel vorstellen.","2","2","2","","1","4","1","5","","2","3","3","","3","2","1","","4","","","","","","","","","","","","","","","Ich weiß nicht, was man unter ""Aktionen der App"" verstehen soll. Aktionen, die man selbst in der App tätigt, oder Antworten von Alexa z.B.?","7","2","4","3","3","3","1","Die Formulierung der Antwortmöglichkeiten ""mit hoher Gewissheit"" klingt sehr seltsam. Ich bin mir auch nicht sicher, ob ich (da ich kein Smart Home Gerät besitze) überhaupt eine Auswahl für die ganzen Fragen treffen soll.","3","3","1","2","","1","3","7","4","Das Problem mit der Privatsphäre sehe ich eher darin, dass meine Daten auch an mir nicht zugänglichen Orten gespeichert werden können und mir die Sicherheit fehlt, dass ich sie jemals wirklich löschen kann. Ist mit ""Cloud"" jetzt ein online-Speicher, der nur mir zugänglich ist, gemeint?"
"2023-06-29 14:24:09","2023-06-29 14:33:24","0","100","555","1","2023-06-29 14:33:25",NA,NA,NA,"1",NA,"1","Amazon Echo","1","27","1","7","1","","3","3","","1","3,4","4","1,2,3,4","","1,2","1","1","3","","1,2,3","1,4","3,4","","2","4","3","","1","3","2","5","","1","2","3","","3","1","1","","4","4","4","4","4","4","4","4","4","4","4","4","4","","","","7","4","4","2","4","4","2","","3","4","4","4","","2","4","4","4",""
"2023-06-29 14:17:41","2023-06-29 14:33:34","0","100","952","1","2023-06-29 14:33:34",NA,NA,NA,"1",NA,"1","Amazon Echo","1","33","1","4","2","","1","1","","1,3","3,4","4","1,4","","2","1","1,2","1,2,3","","1,2,3","1,4","1,2,3","","4","4","3","","3","4","2","5","","2","4","4","","4","1","1","","5","4","3","2","4","2","5","7","6","5","4","5","5","","","","7","1","5","2","2","3","1","","4","3","3","2","","4","5","6","5",""
"2023-06-29 14:19:04","2023-06-29 14:33:42","0","100","877","1","2023-06-29 14:33:43",NA,NA,NA,"1",NA,"1","Amazon Echo","1","40","1","7","1","","3","3","","1,2,3","3,4","4","1","","1,2,4","1","1,4","1,2,3","","1,2,3","1,4","3,4","","3","3","4","","3","4","4","5","","2","2","5","","2","2","1","","4","7","1","1","1","1","7","3","7","7","7","5","7","","","","7","2","5","5","6","6","4","","6","7","7","7","","4","7","7","7",""
"2023-06-29 14:26:30","2023-06-29 14:35:39","0","100","548","1","2023-06-29 14:35:40",NA,NA,NA,"1",NA,"1","Amazon Echo, Belkin Steckdose, Ring Doorbell","1","31","1","7","1","","3","3","","1,2,3","3,4","4","1","","1,2,4","1,2","1,4","1,2,3","","1,2,3","1,2,3,4","3,4","","3","4","4","","4","4","3","5","","2","2","2","","2","2","1","","5","4","5","5","4","5","6","6","6","4","3","5","4","","","","7","4","5","4","4","6","4","","3","5","3","4","","3","5","6","6",""
"2023-06-29 14:29:10","2023-06-29 14:36:02","0","100","411","1","2023-06-29 14:36:03",NA,NA,NA,"1",NA,"1","Ingelligenter Staubsauger","1","38","1","8","1","","1","1","","1","3,4","4","1,4","","1,2,4","4","1,4","1,2,3","","1,3","1,4","3,4","","5","5","2","","3","4","2","5","","1","3","5","","1","1","1","","4","","","","","","","","","","","","","","","","7","2","4","","","","","","","","","","","","","","",""
"2023-06-29 14:24:03","2023-06-29 14:38:22","0","100","859","1","2023-06-29 14:38:23",NA,NA,NA,"1",NA,"1","Smart Doorbell, Sicherheitskamera.","2","50","1","7","2","","2","2","","1,2,3","3,4","4","1","","2,4","1","1,4","1","","1,2,3","1,4","3,4","","4","4","3","","3","4","3","5","","4","4","4","","4","4","1","","5","6","7","7","7","5","7","7","7","6","6","4","6","""Die App bietet Sicherheit"" ist etwas vage bzw. mehrdeutig.","","","7","1","5","5","7","7","4","","5","6","3","5","","2","2","4","7",""
"2023-06-29 14:26:34","2023-06-29 14:39:35","0","100","780","1","2023-06-29 14:39:36",NA,NA,NA,"1",NA,"1","thermostat","2","36","1","6","2","","2","2","","1","3,4","4","1,3","","1,2","1","1","1,3","","1,2,3","1,4","3,4","","2","4","4","","2","4","3","5","","2","3","3","","3","3","1","","5","4","5","4","3","3","5","3","6","5","5","5","5","","","aktionen der app. Aktionen die sie ohne mein wissen macht oder die sie machen soll?","7","1","5","4","3","5","5","","2","6","3","2","ich kann mir informationen holen, aber weiss nicht ob sie vollstaendig sind...","2","6","5","6",""
"2023-06-29 14:30:38","2023-06-29 14:42:22","0","100","704","1","2023-06-29 14:42:23",NA,NA,NA,"1",NA,"2","","1","39","1","5","9","","2","2","","1,2,3","3,4","4","1","","1,2,4","1","1,4","1,2,3","","1,3","1,4","1,3,4","","2","3","4","","2","4","4","5","","1","3","3","","1","1","1","","4","","","","","","","","","","","","","Die Fragen sind verständlich formuliert.","Die Fragen sind verständlich formuliert.","Die Fragen sind verständlich formuliert.","7","3","4","","","","","Die Fragen sind verständlich formuliert.","","","","","Die Fragen sind verständlich formuliert.","","","","","Die Fragen sind verständlich formuliert."
"2023-06-29 14:33:28","2023-06-29 14:44:51","0","100","683","1","2023-06-29 14:44:52",NA,NA,NA,"1",NA,"2","","1","67","1","8","6","","3","2","","1","3,4","4","1","","1,2","1","1,2","1,3","","2,3","1,4","3","","4","5","4","","5","5","4","5","","4","4","5","","5","5","1","","4","5","5","6","5","2","2","6","6","6","5","5","6","","","","7","4","4","6","4","6","4","","4","6","6","5","","4","6","7","4",""
"2023-06-29 14:34:17","2023-06-29 14:45:47","0","100","690","1","2023-06-29 14:45:48",NA,NA,NA,"1",NA,"2","","1","31","1","7","1","","2","2","","1,2,3","3,4","4","1","","1,4","1","1,4","1,3","","2,3","1,4","3","","3","4","3","","2","3","4","5","","1","2","2","","3","1","1","","4","4","4","5","3","2","3","4","6","5","4","3","5","","","","7","2","4","5","4","6","5","","4","6","4","5","","1","5","6","7",""
"2023-06-29 14:34:34","2023-06-29 14:46:11","0","100","696","1","2023-06-29 14:46:12",NA,NA,NA,"1",NA,"1","Amazon Echo, Phillips Hue, Fritz Heizkörperregeler ","1","19","1","6","7","Schüler","4","3","","1,3","3","4","1","","1,2,4","1","1,4","3","","1,2,3","1,4","3","","3","2","4","","3","4","4","5","","3","4","4","","4","3","1","","5","6","6","5","5","3","6","6","6","6","6","5","6","","","","7","1","5","5","5","5","5","","5","5","4","6","","6","4","6","6",""
"2023-06-29 14:37:17","2023-06-29 14:47:54","0","100","636","1","2023-06-29 14:47:55",NA,NA,NA,"1",NA,"1","Staubsauger, Waage","2","23","1","4","1","","2","2","","4","3,4","4","1","","1,2,4","1","1,4","1","","2,3","4","1,3,4","","3","3","4","","2","3","2","5","","1","3","5","","3","3","1","","5","4","4","4","3","3","6","4","7","5","4","3","4","","","","7","2","5","4","4","3","2","","4","5","1","3","","2","7","5","5",""
"2023-06-29 14:36:53","2023-06-29 14:49:26","0","100","752","1","2023-06-29 14:49:27",NA,NA,NA,"1",NA,"2","","1","53","1","4","2","","3","2","bisher alles für mich verständlich","1,2,3","3,4","4","1","bisher alles für mich verständlich","1,2,4","1","1,2","3","bisher alles für mich verständlich","3","1,4","3,4","bisher alles für mich verständlich","1","3","3","bisher alles für mich verständlich","2","4","3","5","bisher alles für mich verständlich","1","1","1","Ich verstehe das Symbol nicht","1","1","1","Ich verstehe das Symbol nicht","5","4","4","4","4","1","7","4","7","4","4","4","5","bisher alles für mich verständlich","bisher alles für mich verständlich","bisher alles für mich verständlich","7","2","5","6","2","3","1","hier wirds ein wenig schwammig","3","6","4","2","verständlich","1","6","6","6","verständlich"
"2023-06-29 14:31:37","2023-06-29 14:53:08","0","100","1290","1","2023-06-29 14:53:09",NA,NA,NA,"1",NA,"2","","1","46","1","5","2","","1","1","alles klar","1","3,4","4","1,2,3,4","das Wort grundsätzlich ist mir nicht ganz klar","1,2,4","1","1","1","alles klar","2,3","1,3,4","3,4","bei der zweiten Frage habe ich nur Bahnhof verstanden","1","1","3","","1","2","2","5","","1","2","6","ich weiss nicht was das Symol symbolisieren soll","3","1","1","Ich finde das Symbol eher verwirrend","4","1","","","1","","","","","","1","","","Formulierungen scheinen mir alle klar","Manche  Fragen kann ich für mich auch ohne so eine App beatworten","alles kalr","7","2","4","2","2","4","2","Find e die Fragen sehr verständlich, habe mal meine Fähigkeiten geschätzt fü den Fal, dass ich Smartgeräte hätte","3","4","1","1","alles klar","1","3","2","3","alles klar"
"2023-06-29 14:39:33","2023-06-29 14:53:37","0","100","843","1","2023-06-29 14:53:38",NA,NA,NA,"1",NA,"1","Amazon Echo, Steckdosen, Smart TV","1","29","1","5","7","arbeitssuchend","2","2","","1,2,3","3,4","4","1,4","","1,2","1","1,2","1,2,3","","2,3","1,4","3,4","","2","3","3","","2","2","2","5","","4","4","4","","4","4","1","","5","5","5","5","5","5","5","6","6","5","5","4","6","","","","7","1","5","5","7","6","5","","5","6","5","6","","4","6","6","7",""
"2023-06-29 14:45:25","2023-06-29 14:56:29","0","100","664","1","2023-06-29 14:56:33",NA,NA,NA,"1",NA,"1","Amazon Echo und Google Nest  und Intelligentes Haushaltsgerät/Waschmaschine","1","40","1","7","1","","3","3","","1,2,3","3,4","4","1","","1,2,4","1","1,2","1,3","","2,3","1,4","3,4","","3","3","3","","3","5","4","5","","4","4","3","","4","4","1","","5","5","7","7","7","4","6","7","7","7","7","5","7","","","","7","1","5","6","7","7","5","","5","6","4","5","","3","7","6","7",""
"2023-06-29 14:46:22","2023-06-29 14:56:38","0","100","615","1","2023-06-29 14:56:38",NA,NA,NA,"1",NA,"2","","2","32","1","7","9","","1","1","","1,2,3","3,4","4","1","","2","1,2","1","2","","2","1","4","","3","3","3","","2","3","3","5","","3","4","3","","4","3","1","","4","","","","","","","","6","","4","","","","","","7","2","4","","","","","","","","","","","","","","",""
"2023-06-29 14:35:59","2023-06-29 15:00:35","0","100","1475","1","2023-06-29 15:00:39",NA,NA,NA,"1",NA,"1","siri apple","1","35","1","7","1","","3","3","","1,2,3","3,4","4","1","","1,2","2","1","1,3","","1,2","4","3,4","","5","5","5","","4","5","4","5","","5","5","4","","5","5","1","","5","7","6","5","7","2","6","5","7","7","7","6","7","","","","7","1","5","6","6","7","7","","6","6","5","5","","6","7","6","7",""
"2023-06-29 14:33:16","2023-06-29 15:04:56","0","100","1899","1","2023-06-29 15:04:57",NA,NA,NA,"1",NA,"2","","2","25","1","7","2","","2","2","keine Beanstandungen","1,2,3","3,4","4","1,3","keine Beanstandungen","1,2","1","1","1,3","keine Beanstandungen","3","1,4","1,3,4","keine Beanstandungen","2","3","3","Alle Fragen gut verständlich","2","3","3","5","Ich interessiere mich oft für Artikel über Sicherheitsbedrohungen. -> nicht unbedingt nicht verständlich, aber seltsam formuliert","1","1","1","keine Beanstandungen","1","1","1","keine Beanstandungen","4","","","","","","","","","","","","","Ich traue mir zu, die App zu nutzen. --> inwiefern? technisch? ","Die App ist glaubwürdig. --> scheinbar übliche Frage in Studien, von der ich allerdings nicht weiß, was damit konkret gemeint ist. Auch die anderen Fragen in diesem Abschnitt finde ich seltsam und dementsprechend nicht ganz klar, was konkret gemeint ist","Alle Fragen gut verständlich.","7","4","4","","","","","Verständlichkeit aller Fragen gut","","","","","Ich kann die Datenschutzrichtlinien von Geräten zur Risikobewertung ""hinsichtlich"" meiner Privatsphäre nutzen. -> sonst unpräzise","","","","","Alle Fragen gut verständlich."
"2023-06-29 14:26:00","2023-06-29 15:05:51","0","100","2391","1","2023-06-29 15:05:54",NA,NA,NA,"1",NA,"1"," Hausassistenten/Smart Hub , Intelligente Haushaltsgeräte","1","26","1","7","1","","3","2","","1,2,3","3,4","2,4,5","1","","1,2","1,2","1,4","1,2","","1,2,3","1,4","3,4","","4","4","4","","2","3","3","5","","3","5","4","","4","3","1","","5","4","6","5","3","3","6","6","7","5","3","4","5","","","","7","3","5","5","5","4","2","","4","2","4","5","","6","3","6","6",""
"2023-06-29 15:14:25","2023-06-29 15:25:57","0","100","691","1","2023-06-29 15:25:58",NA,NA,NA,"1",NA,"1","Intelligents Thermostat, Intelligente Waage","1","26","1","6","1","","4","4","","1","3,4","4","1","","1,2,4","1","1,4","1,3","","1,2,3","1,4","3,4","","5","5","4","","4","4","5","5","","2","3","5","","2","2","1","","5","7","6","5","1","2","7","7","7","7","6","5","6","","","","7","3","5","6","5","6","7","","5","7","3","4","Was hat die Benutzeroberfläche mit den Sicherheitsoptionen zu tun? Ist hier gemeint, dass ich sicher durch das Menü navigieren kann?","6","5","6","7",""
"2023-06-29 15:16:40","2023-06-29 15:29:12","0","100","752","1","2023-06-29 15:29:14",NA,NA,NA,"1",NA,"2","","2","27","1","6","4","","2","2","","1,3","3,4","4","1","","1,2,4","1","1,4","1","","1,3","1,4","3,4","","3","4","4","","2","4","4","5","","2","3","2","","3","2","1","","4","4","4","4","4","4","4","4","4","4","4","4","4","Hier ist die Frage nach Konsequenzen genauer formuliert. So finde ich das Item besser!","","Konsequenzen der App ist etwas ungenau formuliert, was genau ist damit gemeint? Vielleicht lieber ""Auswirkungen""?","7","1","4","4","4","4","4","","4","4","4","4","","4","4","4","4",""
